wavenumber_cm-1,fingerprint,label,region,species,hbond_character
3566.1351556567956,1.4672658224462793,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3567.3500379650723,1.4929572473529262,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3567.9574791192103,1.5186486722595731,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3568.5649202733484,1.541485494398815,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3569.779802581625,1.5671769193054619,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3570.387243735763,1.5928683442121088,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3570.9946848899012,1.6185597691187557,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3572.209567198178,1.6442511940254025,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3572.817008352316,1.6670880161646442,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3573.424449506454,1.692779441071291,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3574.63933181473,1.715616263210533,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3575.2467729688688,1.7413076881171798,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3575.854214123007,1.7641445102564215,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3577.0690964312835,1.7869813323956631,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3577.6765375854216,1.81267275730231,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3578.2839787395596,1.835509579441552,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3579.498861047836,1.8554917988133883,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3580.1063022019744,1.87832862095263,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3580.7137433561124,1.9011654430918716,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3581.3211845102505,1.9211476624637083,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3582.5360668185267,1.94398448460295,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3583.1435079726652,1.9639667039747863,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3583.7509491268033,1.983948923346623,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3584.96583143508,2.0039311427184594,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3585.573272589218,2.023913362090296,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3586.180713743356,2.0410409786947272,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3587.3955960516323,2.0610231980665636,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3588.003037205771,2.078150814670995,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3588.610478359909,2.095278431275426,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3589.8253606681856,2.1124060478798574,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3590.4328018223237,2.1266790617168834,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3591.0402429764617,2.1438066783213148,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3592.255125284738,2.1580796921583407,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3592.8625664388765,2.172352705995367,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3593.4700075930145,2.186625719832393,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3594.6848899012907,2.198044130902014,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3595.292331055429,2.2094625419716345,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3595.8997722095673,2.223735555808661,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3596.5072133637054,2.2322993641108764,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3597.722095671982,2.2437177751804973,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3598.32953682612,2.252281583482713,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3598.9369779802582,2.2608453917849287,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3600.1518602885344,2.269409200087144,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3600.759301442673,2.2779730083893597,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3601.366742596811,2.28368221392417,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3602.581624905087,2.2893914194589806,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3603.1890660592253,2.295100624993791,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3603.796507213364,2.297955227761196,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3605.01138952164,2.3008098305286016,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3605.6188306757786,2.3036644332960066,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3606.2262718299166,2.306519036063412,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3607.441154138193,2.306519036063412,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3608.048595292331,2.309373638830817,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3608.6560364464694,2.309373638830817,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3609.8709187547456,2.306519036063412,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3610.4783599088837,2.306519036063412,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3611.085801063022,2.3036644332960066,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3612.3006833712984,2.3008098305286016,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3612.9081245254365,2.295100624993791,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3613.515565679575,2.292246022226386,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3614.123006833713,2.2865368166915756,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3615.3378891419893,2.2779730083893597,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3615.9453302961274,2.272263802854549,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3616.552771450266,2.2636999945523337,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3617.767653758542,2.2579907890175233,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3618.37509491268,2.2465723779479023,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3618.9825360668183,2.238008569645687,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3620.197418375095,2.2294447613434714,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3620.804859529233,2.2180263502738504,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3621.4123006833715,2.2066079392042295,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3622.6271829916477,2.1923349253672035,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3623.234624145786,2.1809165142975826,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3623.842065299924,2.1666435004605566,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3625.0569476082005,2.1552250893909357,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3625.6643887623386,2.1380974727865043,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3626.271829916477,2.1238244589494784,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3627.4867122247533,2.1095514451124524,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3628.0941533788914,2.092423828508021,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3628.7015945330295,2.0752962119035896,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3629.309035687168,2.0610231980665636,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3630.523917995444,2.0410409786947272,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3631.1313591495823,2.023913362090296,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3631.7388003037204,2.0067857454858644,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3632.953682611997,1.986803526114028,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3633.561123766135,1.9696759095095968,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3634.1685649202736,1.9496936901377604,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3635.38344722855,1.9297114707659238,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3635.990888382688,1.9097292513940873,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3636.598329536826,1.889747032022251,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3637.8132118451026,1.8697648126504143,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3638.4206529992407,1.8469279905111726,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3639.028094153379,1.8269457711393362,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3640.2429764616554,1.8041089490000946,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3640.8504176157935,1.784126729628258,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3641.4578587699316,1.7612899074890163,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3642.672741078208,1.7413076881171798,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3643.2801822323463,1.7184708659779382,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3643.8876233864844,1.6956340438386963,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3645.102505694761,1.6727972216994547,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3645.709946848899,1.6528150023276182,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3646.317388003037,1.6299781801883766,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3646.9248291571753,1.6071413580491347,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3648.139711465452,1.584304535909893,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3648.74715261959,1.5614677137706514,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3649.354593773728,1.5386308916314098,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3650.5694760820047,1.5157940694921679,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3651.176917236143,1.4929572473529262,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3651.784358390281,1.4701204252136846,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3652.9992406985575,1.447283603074443,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3653.6066818526956,1.4244467809352013,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3654.2141230068337,1.4044645615633646,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3655.42900531511,1.381627739424123,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3656.0364464692484,1.3587909172848813,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3656.6438876233865,1.3359540951456397,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3657.858769931663,1.315971875773803,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3658.466211085801,1.2931350536345614,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3659.0736522399393,1.2702982314953197,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3660.2885345482155,1.2503160121234833,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3660.895975702354,1.2274791899842414,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3661.503416856492,1.207496970612405,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3662.11085801063,1.1875147512405686,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3663.3257403189064,1.1646779291013267,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3663.933181473045,1.1446957097294903,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3664.540622627183,1.1247134903576539,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3665.7555049354596,1.1047312709858172,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3666.3629460895977,1.0847490516139808,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3666.970387243736,1.0647668322421444,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3668.185269552012,1.0447846128703078,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3668.7927107061505,1.0276569962658766,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3669.4001518602886,1.0076747768940402,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3670.615034168565,0.9876925575222036,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3671.2224753227033,0.9705649409177723,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3671.8299164768414,0.953437324313341,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3673.0447987851176,0.9334551049415046,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3673.652239939256,0.9163274883370733,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3674.259681093394,0.899199871732642,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3675.4745634016704,0.8820722551282107,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3676.0820045558085,0.8649446385237795,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3676.689445709947,0.8478170219193482,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3677.296886864085,0.8335440080823221,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3678.5117691723617,0.8164163914778909,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3679.1192103265,0.7992887748734596,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3679.726651480638,0.7850157610364336,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3680.941533788914,0.7707427471994075,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3681.5489749430526,0.7536151305949762,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3682.1564160971907,0.7393421167579501,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3683.371298405467,0.7250691029209241,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3683.978739559605,0.710796089083898,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3684.5861807137435,0.696523075246872,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3685.8010630220197,0.685104664177251,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3686.408504176158,0.670831650340225,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3687.0159453302963,0.6565586365031989,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3688.2308276385725,0.6451402254335781,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3688.8382687927106,0.630867211596552,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3689.445709946849,0.6194488005269312,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3690.6605922551253,0.6080303894573104,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3691.2680334092634,0.5966119783876894,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3691.8754745634014,0.5851935673180686,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3693.090356871678,0.5737751562484478,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3693.697798025816,0.5623567451788269,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3694.3052391799547,0.5509383341092061,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3694.912680334093,0.5395199230395852,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3696.127562642369,0.5281015119699644,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3696.735003796507,0.5195377036677488,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3697.3424449506456,0.5081192925981278,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3698.5573272589218,0.49955548429591223,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3699.16476841306,0.4881370732262914,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3699.772209567198,0.47957326492407576,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3700.9870918754746,0.4710094566218601,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3701.5945330296126,0.46244564831964446,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3702.201974183751,0.4538818400174288,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3703.4168564920274,0.44531803171521317,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3704.0242976461655,0.4367542234129976,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3704.6317388003035,0.42819041511078193,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3705.84662110858,0.4196266068085663,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3706.4540622627183,0.41106279850635064,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3707.061503416857,0.402498990204135,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3708.276385725133,0.3967897846693246,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3708.883826879271,0.3882259763671089,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3709.491268033409,0.3825167708322985,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3710.0987091875477,0.37395296253008287,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3711.313591495824,0.36824375699527245,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3711.921032649962,0.3596799486930568,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3712.5284738041,0.3539707431582464,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3713.7433561123767,0.348261537623436,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3714.3507972665147,0.33969772932122033,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3714.9582384206533,0.3339885237864099,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3716.1731207289295,0.32827931825159945,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3716.7805618830675,0.32257011271678904,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3717.3880030372056,0.3168609071819786,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3718.6028853454823,0.3111517016471682,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3719.2103264996204,0.30544249611235774,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3719.8177676537584,0.29973329057754733,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3721.032649962035,0.2940240850427369,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3721.640091116173,0.2883148795079265,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3722.2475322703112,0.2826056739731161,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3723.462414578588,0.27975107120571086,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3724.069855732726,0.27404186567090044,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3724.677296886864,0.26833266013609003,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3725.8921791951407,0.26262345460127956,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3726.4996203492788,0.2597688518338744,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3727.107061503417,0.2540596462990639,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3727.714502657555,0.25120504353165873,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3728.9293849658316,0.2454958379968483,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3729.5368261199696,0.2426412352294431,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3730.1442672741077,0.23693202969463267,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3731.3591495823844,0.23407742692722744,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3731.9665907365224,0.22836822139241703,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3732.5740318906605,0.22551361862501182,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3733.788914198937,0.21980441309020138,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3734.3963553530753,0.21694981032279617,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3735.0037965072133,0.21409520755539097,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3736.2186788154895,0.21124060478798576,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3736.826119969628,0.20553139925317532,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3737.433561123766,0.2026767964857701,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3738.6484434320428,0.1998221937183649,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
3739.255884586181,0.19696759095095967,I / L1 Region A free-OH motif,L1 Region A,I,one nearly free OH plus one OH directed back to the H-bond network
